"Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"2015-05",-6.186969,54.707069,"Bracken Avenue","ASBO","NEWCASTLE","7,524"
"2015-07",-6.652043,55.20371,"Dunluce Street","ASBO","LARNE","33,620"
"2015-09",-5.958833,54.585719,"Glenmachan Pl Roundabout","Drugs",NA,NA
"2015-04",-5.698709,54.594798,"West Street","ASBO","BALLYCARRY","997"
"2015-10",-6.433465,54.353299,"Armagh Road","OTTH","NEWTOWNHAMILTON","2,903"
"2016-03",-7.314723,55.013783,"Farren Park","VISO","LONDONDERRY",NA
"2015-07",-7.67184,54.358927,"Devenish Crescent","BURG","ENNISKILLEN","13,826"
"2015-07",-6.002477,54.063101,"Meetinghouse Lane","CDAR","CASTLEDERG","2,936"
"2015-07",-7.286077,54.602528,"Killyclogher Road","ASBO","OMAGH","21,325"
"2017-03",-6.885177,54.902043,"Birren Road","VISO","DUNGIVEN",NA
"2017-10",-6.602117,54.071595,"Dundalk Road","OTCR","CROSSMAGLEN","1,629"
"2015-08",-5.791954,54.739931,"Plantation Avenue","ASBO","CARRICKFERGUS","28,653"
"2016-02",-6.33856,54.178201,"Edward Street","ASBO","LURGAN","28,568"
"2017-05",-5.971691,54.625802,"Silverstream Avenue","ASBO","BELFAST","335,665"
"2016-02",-5.927095,54.60262,"Hill Street","ASBO","BELFAST","335,665"
"2016-10",-5.7104,54.31545,"Killough Walk","OTTH","DOWNPATRICK","11,012"
"2017-09",-5.967206,54.63065,"Tyndale Grove","ASBO","BELFAST","335,665"
"2017-04",-5.692182,54.641767,"Lord Warden'S Glade","OTTH","BANGOR","62,789"
"2015-09",-6.268694,54.350832,"Bridge Street","ASBO","CUSHENDALL","1,410"
"2017-10",-5.889789,54.600367,"Lewis Avenue","ASBO","BELFAST","335,665"
"2016-04",-5.970901,54.627667,"Silverstream Gardens","ASBO","BELFAST","335,665"
"2015-01",-5.961838,54.588115,"Rodney Parade","ASBO","BELFAST","335,665"
"2015-03",-6.619061,55.087862,"Curragh Road","VECR","LIMAVADY","12,128"
"2017-09",-5.941985,54.615471,"Cliftonville Road","ASBO","BELFAST","335,665"
"2016-04",-5.910525,54.597393,"Anderson Court","CDAR","BELFAST","335,665"
"2017-12",-5.93765,54.586411,"Abercorn Street","ASBO","BELFAST","335,665"
"2015-03",-6.041317,54.543848,"Barnfield Road","ASBO","LISBURN","121,654"
"2015-03",-5.937835,54.586118,"Camden Street","VISO","BELFAST","335,665"
"2015-04",-7.285017,54.975453,"Milltown View","ASBO","DRUMAHOE","1,369"
"2017-09",-6.025879,54.565259,"Colinmill","ASBO","DUNMURRY",NA
"2015-06",-5.922286,54.604972,"Corporation Square","CDAR","BELFAST","335,665"
"2015-02",-7.28596,54.60657,"Beechgrove","ASBO","BALLYMENA","30,265"
"2016-09",-6.315065,54.455647,"Thornhill Park","ASBO","LONDONDERRY",NA
"2016-01",-5.953508,54.613537,"St. Gemmas Court","VISO",NA,NA
"2016-01",-5.931405,54.590878,"Salisbury Street","OTTH","BELFAST","335,665"
"2017-05",-5.71294,54.315381,"Ardilea Park","CDAR","DOWNPATRICK","11,012"
"2017-10",-5.90347,54.570855,"Wynchurch Road","VISO","BELFAST","335,665"
"2015-08",-7.291275,55.00048,"Abbeydale","BURG","LONDONDERRY",NA
"2017-06",-7.379336,54.714317,"Grange Park","BURG","DOWNPATRICK","11,012"
"2017-03",-6.053608,54.496022,"Springburn Park","OTTH","LISBURN","121,654"
"2015-06",-5.92577,54.600378,"Church Lane","VISO","PORTADOWN","22,611"
"2015-11",-6.126182,54.617807,"Dundrod Road","VISO","CRUMLIN","5,126"
"2017-07",-6.358411,54.376632,"Hunters Hill Park","VISO","GILFORD","1,216"
"2015-06",-7.642306,54.346688,"Wesley Street","VISO","LISBURN","121,654"
"2016-02",-5.95736,54.596279,"Crocus Street","CDAR","BELFAST","335,665"
"2016-06",-6.261659,54.878809,"Brigadie Avenue","VISO","BALLYMENA","30,265"
"2016-10",-5.940603,54.258383,"Clarmont Avenue","BURG","CASTLEWELLAN","2,421"
"2017-06",-5.441856,54.461443,"Lawson Park","ASBO","BALLYMAGORRY","569"
"2017-11",-5.920936,54.606863,"Clarendon Road","Drugs","BELFAST","335,665"
"2017-12",-5.892736,54.58437,"Loopland Gardens","ASBO","BELFAST","335,665"
"2016-01",-5.827365,54.733194,"Meadow Hill","OTTH",NA,NA
"2017-06",-5.928374,54.601518,"Donegall Street","VISO","BELFAST","335,665"
"2016-03",-5.928779,54.6106,"Hardinge Place","ROBY","BELFAST","335,665"
"2015-02",-5.773567,54.730322,"Copeland Road","CDAR","COMBER","9,256"
"2017-11",-5.797403,54.503062,"Oakdale","BURG","BALLYGOWAN","3,181"
"2017-03",-6.030997,54.509762,"Cromwells Highway","VISO","LISBURN","121,654"
"2017-12",-7.318883,54.994278,"Bridge Street","SHOP","CUSHENDALL","1,410"
"2017-01",-7.316304,55.014529,"Farren Park","CDAR","LONDONDERRY",NA
"2017-04",-6.045152,54.511798,"Graham Gardens","CDAR","LISBURN","121,654"
"2017-07",-5.894285,54.406041,"Belfast Road","ASBO","BANGOR","62,789"
"2017-10",-6.363124,54.366885,"Primrose Hill","OTTH","DROMORE","5,254"
"2015-02",-7.281092,54.992309,"Sevenoaks","CDAR","LONDONDERRY",NA
"2015-12",-5.723251,54.833966,"Meadowbrook","OTTH","CRAIGAVON","17,213"
"2017-10",-5.913789,54.664846,"Ardmillan Drive","ASBO","NEWTOWNABBEY","118,261"
"2016-09",-6.192257,54.509883,"Willow Lodge","VISO","LISBURN","121,654"
"2017-12",-6.460685,54.41345,"Crawford Park","ASBO","PORTADOWN","22,611"
"2016-08",-5.685271,54.655418,"Belfast Road","ASBO","BANGOR","62,789"
"2016-08",-6.339799,54.173671,"Mill Street","CDAR","NEWTOWNSTEWART","1,524"
"2015-04",-5.945344,54.584152,"Ulsterville Place","ASBO","BELFAST","335,665"
"2017-08",-5.923358,54.600947,"Queens Square","BITH","BELFAST","335,665"
"2017-01",-5.856278,54.592239,"Kings Road","OTTH","WHITEHEAD","3,803"
"2015-06",-7.320023,55.029389,"Fern Park","CDAR","LONDONDERRY",NA
"2017-10",-6.536439,54.708622,"Lindsay Ville","ASBO","MAGHERAFELT","8,387"
"2015-12",-7.313431,54.596281,"Ardmore Crescent","SHOP","PORTADOWN","22,611"
"2015-12",-5.932382,54.585657,"Botanic Avenue","CDAR","BELFAST","335,665"
"2015-09",-5.938546,54.580622,"Malone Road","VISO","BELFAST","335,665"
"2016-09",-5.993436,54.595535,"Dermott Hill Way","ASBO","BELFAST","335,665"
"2016-02",-5.958365,54.580527,"Wildflower Way","VISO","BELFAST","335,665"
"2017-07",-5.930439,54.592551,"Bankmore Street","OTTH","BELFAST","335,665"
"2017-05",-6.033432,54.51468,"Wesley Street","VISO","LISBURN","121,654"
"2017-12",-6.084541,54.506256,"Moira Road","ASBO","GLENAVY","5,798"
"2016-11",-6.563212,54.257855,"Mourneview","ASBO","ARMAGH","175,621"
"2017-04",-6.059689,54.511017,"The Green","ASBO","PORTADOWN","22,611"
"2015-11",-6.651,54.346719,"Scotch Street","ASBO","DUNGANNON","15,987"
"2017-05",-6.510913,55.070669,"Queen Street","ASBO","LONDONDERRY",NA
"2017-10",-5.921768,54.63881,"Shore Crescent","ASBO","BELFAST","335,665"
"2016-01",-5.899136,54.584751,"Titania Street","OTTH","BELFAST","335,665"
"2016-12",-6.38289,54.447221,"Lakeview Park","OTTH","DUNGANNON","15,987"
"2015-08",-5.926474,54.592618,"Joy Street","BURG","BELFAST","335,665"
"2016-06",-5.679469,54.627794,"Lisbane Park","ASBO","NEWTOWNARDS","28,654"
"2016-01",-5.958754,54.612637,"Brookfield Place","VISO","BELFAST","335,665"
"2016-09",-5.815749,54.713614,"Model Avenue","ASBO","CARRICKFERGUS","28,653"
"2017-11",-5.987287,54.585936,"Norfolk Way","VISO","BELFAST","335,665"
"2015-01",-5.948252,54.671185,"Glebe Villas","BURG","NEWTOWNABBEY","118,261"
"2015-11",-6.331399,54.460842,"Moores Lane","ASBO","LURGAN","28,568"
"2016-06",-6.785737,54.504301,"Ashdene","ASBO","DUNGANNON","15,987"
"2015-03",-6.306494,54.379742,"Lawrencevale","OTTH","LAWRENCETOWN","631"
"2016-04",-7.332928,54.502415,"Dromore Road","ASBO","FINTONA","1,458"
"2016-08",-6.263904,55.200958,"Leyland Court","ASBO","BALLYCASTLE","5,765"
"2017-08",-7.068041,54.483001,"Todds Leap Road","VISO","SESKILGREEN",NA
"2015-12",-6.186902,54.711362,"Islandbawn Drive","CDAR","ANTRIM","21,896"
"2015-07",-5.929141,54.608971,"North Queen Street","ASBO","BELFAST","335,665"
"2015-03",-5.888926,54.573989,"Stirling Avenue","ASBO","NEWTOWNARDS","28,654"
"2015-07",NA,NA,"No Location","OTTH",NA,NA
"2017-02",-7.325758,55.006389,"Edenmore Street","ASBO","LONDONDERRY",NA
"2017-04",-7.327541,54.996006,"Lisfannon Park","ASBO","LONDONDERRY",NA
"2017-06",-6.776714,54.504031,"Fairmount Park","ASBO","DUNGANNON","15,987"
"2017-08",-5.972905,54.59362,"Westrock Square","CDAR","BELFAST","335,665"
"2017-10",-5.853659,54.614952,"Glendhu Park","VISO","BELFAST","335,665"
"2017-07",-5.938649,54.621452,"Willowbank Gardens","CDAR","BELFAST","335,665"
"2017-07",-5.957168,54.617112,"Jamaica Road","PUBO","BELFAST","335,665"
"2017-09",-7.321935,54.996721,"Magazine Street","VISO","LONDONDERRY",NA
"2017-03",-5.704488,54.32364,"Demesne Link","VISO","DOWNPATRICK","11,012"
"2015-04",-5.932878,54.599682,"Chapel Lane","ASBO","TANDRAGEE","3,489"
"2015-04",-5.927733,54.584274,"Rugby Avenue","CDAR","BANGOR","62,789"
"2015-01",-5.835103,54.641343,"High Street","BURG","HOLYWOOD","12,657"
"2015-04",-5.939726,54.624948,"Parkville Court","PUBO","BELFAST","335,665"
"2015-10",-5.686568,54.645955,"Meadowvale Crescent","VISO","BANGOR","62,789"
"2017-08",-7.320295,54.99672,"Shipquay Street","VISO","LONDONDERRY",NA
"2016-08",-5.912098,54.668806,"Abbots Cross","VISO","NEWTOWNABBEY","118,261"
"2015-07",-5.546606,54.644969,"New Road","OTTH","NEWTOWNARDS","28,654"
"2017-06",-5.895052,54.587762,"Castlereagh Road","SHOP","BELFAST","335,665"
"2016-10",-5.947481,54.671406,"Church Road","ASBO",NA,NA
"2015-04",-5.800383,54.729113,"Glynn Park Close","OTTH","CARRICKFERGUS","28,653"
"2017-11",-5.660342,54.654481,"Demesne Avenue","ASBO","BANGOR","62,789"
"2016-09",-5.947112,54.597902,"Roumania Rise","CDAR","BELFAST","335,665"
"2016-11",-5.708673,54.587664,"North Green","VISO","BELFAST","335,665"
"2017-08",-5.93347,54.093735,"Valley Road","ASBO","KELLS",NA
"2016-09",-6.693508,54.550434,"Stewartstown Road","ASBO","COALISLAND","5,789"
"2015-06",-7.45461,54.823589,"Evish Grove","ASBO","STRABANE","17,695"
"2017-03",-5.959048,54.619767,"Alliance Close","VISO","BELFAST","335,665"
"2017-04",-5.906707,54.590067,"London Road","ASBO","BELFAST","335,665"
"2015-11",-5.942221,54.659852,"Floral Park","OTTH","NEWTOWNABBEY","118,261"
"2017-03",-5.933314,54.588629,"Botanic Avenue","ASBO","BELFAST","335,665"
"2017-10",-7.635521,54.355822,"Kilmacormick Drive","ASBO","ENNISKILLEN","13,826"
"2015-01",-7.445169,54.254335,"Water Street","VISO","ENNISKILLEN","13,826"
"2015-05",-7.519235,54.788488,"Hillhead Road","ASBO","BALLYCLARE","18,675"
"2017-09",-6.911445,54.917634,"Tracy'S Way","ASBO",NA,NA
"2015-07",-5.702351,54.595523,"West Street","VISO","BALLYCARRY","997"
"2017-01",-6.03103,54.557517,"Woodside View","BURG","DUNMURRY",NA
"2017-04",-7.323947,54.99048,"Alma Place","ASBO","LONDONDERRY",NA
"2015-02",-6.259557,54.771005,"Oldwood Road","VISO","RANDALSTOWN","5,127"
"2015-08",-6.341859,54.166197,"Drumalane Road","Drugs","NEWRY","27,234"
"2016-07",-6.218818,54.716732,"Menin Road","ASBO","ANTRIM","21,896"
"2015-07",-5.905267,54.58979,"Willowfield Drive","OTTH","BELFAST","335,665"
"2016-01",-6.017171,54.562134,"Upper Dunmurry Lane","CDAR","DUNMURRY",NA
"2016-05",-6.228015,54.481059,"Village Green","VISO",NA,NA
"2017-05",-5.993768,54.685021,"Antrim Road","ASBO","TEMPLEPATRICK","1,518"
"2017-01",-5.837811,54.290234,"Church Grove","ASBO","DOWNPATRICK","11,012"
"2016-11",-5.953128,54.609685,"Danube Street","BITH","BELFAST","335,665"
"2016-03",-5.90927,54.559059,"Mount Oriel","PUBO","BELFAST","335,665"
"2015-09",-6.458214,54.422241,"Deer Park","ASBO","PORTADOWN","22,611"
"2016-11",-5.785198,54.590177,"Orsay Walk","ASBO","DUNDONALD","16,257"
"2015-02",-6.464282,54.423136,"Westland Road","ASBO","BALLYWALTER","2,123"
"2016-08",-7.431633,54.24342,"Cushwash Road","ASBO","LISNASKEA","2,744"
"2015-02",-5.940006,54.61603,"Brookhill Avenue","VISO","BELFAST","335,665"
"2017-02",-6.341752,54.176915,"Monaghan Street","VISO","NEWRY","27,234"
"2017-09",-5.440474,54.456156,"New Harbour Road","VECR","PORTAVOGIE","2,154"
"2017-02",-7.323057,54.997877,"William Street","SHOP","DONAGHADEE","6,926"
"2015-04",-5.934622,54.595794,"Howard Street","VISO","BELFAST","335,665"
"2017-05",-6.250091,54.098031,"Osborne Promenade","ASBO","WARRENPOINT","7,651"
"2015-11",-5.922012,54.628877,"Oakmount Drive","SHOP","BELFAST","335,665"
"2017-05",-5.930446,54.599424,"Royal Avenue","SHOP","BELFAST","335,665"
"2017-10",-7.317025,54.592304,"Culmore Park","OTTH","OMAGH","21,325"
"2017-03",-6.012571,54.575967,"Dungloe Crescent","VISO","BELFAST","335,665"
"2017-03",-6.038886,54.555534,"Teeling View","ASBO","DUNMURRY",NA
"2016-02",-6.689358,54.446048,"Charlemont Street","OTTH","DUNGANNON","15,987"
"2017-06",-7.321893,54.999244,"Great James Street","OTTH","LONDONDERRY",NA
"2016-08",-5.936525,54.637095,"Parkmount Road","VISO","NEWTOWNABBEY","118,261"
"2015-04",-7.342335,55.008609,"Hatmore Park","BURG","LONDONDERRY",NA
"2017-10",-6.339119,54.175351,"The Mall","ASBO","NEWRY","27,234"
"2016-09",-5.9393,54.585909,"Fitzwilliam Street","BURG","BELFAST","335,665"
"2016-06",-6.655746,55.117567,"Glendun Crescent","VISO","COLERAINE","24,694"
"2015-08",-6.510913,55.070669,"Queen Street","ASBO","LONDONDERRY",NA
"2017-10",-5.928741,54.597032,"Donegall Square East","VISO","BELFAST","335,665"
"2016-03",-6.73935,54.554864,"Drumreagh Crescent","ASBO","DUNGANNON","15,987"
"2016-06",-7.034666,55.042955,"Clooney Road","ASBO","LONDONDERRY",NA
"2015-09",-6.662513,54.356846,"Abbey Park","ASBO","LONDONDERRY",NA
"2017-09",-7.321576,54.997635,"William Street","VISO","DONAGHADEE","6,926"
"2016-06",-5.925144,54.610853,"Bentinck Street","SHOP","BELFAST","335,665"
"2015-09",-6.215203,54.619189,"Orchard Hill","VISO","BALLYMENA","30,265"
"2017-11",-5.999793,54.578865,"Ramoan Drive","OTTH","BELFAST","335,665"
"2017-09",-5.925399,54.585151,"University Avenue","ASBO","BELFAST","335,665"
"2016-05",-6.699389,54.537569,"Ardmore Road","ASBO","DERRYADD","163"
"2016-12",-5.863767,54.694703,"Longfield Gardens","ASBO","CARRICKFERGUS","28,653"
"2016-09",-5.686568,54.645955,"Meadowvale Crescent","SHOP","BANGOR","62,789"
"2016-11",-6.01793,54.572614,"Carrigart Avenue","ROBY","BELFAST","335,665"
"2016-02",-5.965587,54.627712,"Ballysillan Road","ASBO","BELFAST","335,665"
"2016-10",-7.485464,54.817283,"Castlemurray","ASBO","STRABANE","17,695"
"2017-12",-7.321576,54.997635,"William Street","VISO","DONAGHADEE","6,926"
"2015-08",-5.775389,54.384184,"Kilmore Road","VISO",NA,NA
"2016-05",-5.715557,54.328604,"St Patrick'S Avenue","OTTH",NA,NA
"2017-08",-5.67411,54.656813,"Abbey Street","VECR","COLERAINE","24,694"
"2016-06",-5.66799,54.663003,"Main Street","ASBO","BALLYMONEY","11,365"
"2016-10",-5.940706,54.257855,"Mary Street","ASBO","BALLYCASTLE","5,765"
"2017-02",-5.634569,54.65823,"Donaghadee Road","OTCR","BANGOR","62,789"
"2015-09",-6.951976,55.051882,"Main Street","OTCR","BALLYMONEY","11,365"
"2017-06",-6.344166,54.471988,"Caroline Avenue","ASBO","LURGAN","28,568"
"2017-03",-5.981961,54.579755,"Andersonstown Park West","ASBO","BELFAST","335,665"
"2016-08",-7.278992,54.999653,"Canterbury Park","ASBO","LONDONDERRY",NA
"2017-01",-5.928741,54.597032,"Donegall Square East","ASBO","BELFAST","335,665"
"2016-04",-6.210924,54.713435,"Fountain Street","OTTH","STRABANE","17,695"
"2016-10",-5.895052,54.587762,"Castlereagh Road","SHOP","BELFAST","335,665"
"2016-06",-6.071181,54.516196,"Drumard Drive","ASBO","COLERAINE","24,694"
"2016-07",-6.617981,54.7567,"Rainey Court","VISO","MAGHERAFELT","8,387"
"2016-10",-5.719564,54.325094,"Market Street","ASBO","BALLYMONEY","11,365"
"2015-04",-6.355652,54.176701,"Altnaveigh Park","ASBO","NEWRY","27,234"
"2017-10",-6.675934,54.57767,"Hillhead","ASBO","STEWARTSTOWN","621"
"2017-01",-6.448531,54.430994,"Churchill Gardens","CDAR","PORTADOWN","22,611"
"2015-03",-5.955463,54.618377,"Deerpark Mews","ASBO","BELFAST","335,665"
"2015-09",-5.907025,54.593514,"Woodstock Road","BURG","BELFAST","335,665"
"2015-05",-6.745606,54.649583,"Oldtown Street","CDAR","COOKSTOWN","10,718"
"2015-02",-6.929123,55.041641,"Anderson Crescent","ASBO","LONDONDERRY",NA
"2015-06",-7.319076,54.607542,"Hunters Crescent","OTTH",NA,NA
"2016-08",-6.809019,54.532329,"Ivybank Park","ASBO","DONAGHMORE","1,256"
"2015-07",-5.66799,54.663003,"Main Street","ASBO","BALLYMONEY","11,365"
"2016-03",-5.934828,54.628099,"Fortwilliam Park","Drugs","BELFAST","335,665"
"2017-10",-5.894351,54.677439,"The Pines","ASBO","HILLSBOROUGH","3,487"
"2015-02",-7.319963,54.996961,"Shipquay Street","CDAR","LONDONDERRY",NA
"2017-05",-6.329301,54.464641,"Castle Lane","VISO","COMBER","9,256"
"2017-06",-5.979483,54.600137,"Black Mountain Place","VISO","BELFAST","335,665"
"2015-01",-6.32004,54.749964,"Main Street","VISO","BALLYMONEY","11,365"
"2015-08",-6.925532,55.036713,"Rose Park","ASBO","NEWTOWNARDS","28,654"
"2015-03",-7.315968,54.738257,"Plumbridge Road","CDAR","NEWTOWNSTEWART","1,524"
"2016-05",-5.980273,54.577301,"Kennedy Way","ASBO","BELFAST","335,665"
"2016-12",-7.322511,54.996849,"Waterloo Street","VISO","LONDONDERRY",NA
"2015-03",-5.677187,54.632225,"The Knowes","CDAR","NEWTOWNARDS","28,654"
"2016-06",-5.931513,54.599137,"Castle Street","ASBO","DONAGHADEE","6,926"
"2017-08",-5.68209,54.646228,"Auburn Park","ASBO","BANGOR","62,789"
"2017-12",-5.95497,54.575744,"Lisburn Road","ASBO",NA,NA
"2017-03",-5.913461,54.575071,"St. Judes Crescent","ASBO",NA,NA
"2015-07",-6.057412,54.499138,"Avonmore Park","ASBO","LISBURN","121,654"
"2016-05",-7.293887,54.982557,"Altnagelvin Park","VISO","LONDONDERRY",NA
"2017-02",-5.94066,54.588996,"Utility Street","ASBO","BELFAST","335,665"
"2017-02",-6.486305,54.222539,"Kingsmill Road","BURG","WHITECROSS","363"
"2016-06",-7.329196,55.003552,"De Burgh Square","OTTH","LONDONDERRY",NA
"2016-05",-5.952491,54.591246,"Rydalmere Street","OTTH","BELFAST","335,665"
"2017-08",-6.284773,54.863254,"Galgorm Road","ASBO","BALLYMENA","30,265"
"2016-08",-7.297527,54.61245,"Lisanelly Heights","VISO","OMAGH","21,325"
"2015-07",-6.659941,55.19724,"West Strand Road","BURG","PORTRUSH","6,621"
"2015-03",-6.515408,55.068083,"Meeting House Street","VISO","DONAGHADEE","6,926"
"2016-10",-5.927784,54.603997,"Academy Street","BITH","BELFAST","335,665"
"2015-11",-7.030191,54.464206,"Knock Crescent","OTTH","BALLYGAWLEY","643"
"2016-08",-5.90712,54.66553,"Woodland Drive","ASBO","NEWTOWNABBEY","118,261"
"2017-08",-5.620695,54.664383,"Ballymacormick Drive","ASBO","BANGOR","62,789"
"2016-11",-6.265227,54.856328,"Chichester Park East","ASBO","BALLYMENA","30,265"
"2015-03",-7.304696,54.599537,"John Street","CDAR","OMAGH","21,325"
"2015-01",-5.979949,54.581348,"Falls Road","CDAR","BELFAST","335,665"
"2015-04",-5.931338,54.624544,"Fortwilliam Parade","ASBO","BELFAST","335,665"
"2017-06",-6.186091,54.71285,"Islandbawn Drive","ASBO","ANTRIM","21,896"
"2017-05",-5.891343,54.2222,"Burrendale Park Road","ASBO","NEWCASTLE","7,524"
"2015-12",-6.938447,55.039836,"Enagh Park","ASBO","LIMAVADY","12,128"
"2015-08",-7.332156,55.006002,"Lower Nassau Street","BURG","LONDONDERRY",NA
"2016-05",-5.811763,54.723075,"Salia Avenue","ASBO","CARRICKFERGUS","28,653"
"2015-10",-5.999062,54.754506,"Cameron Court","SHOP","BALLYCLARE","18,675"
"2017-06",-5.920734,54.669691,"Kylemore Bend","ASBO","NEWTOWNABBEY","118,261"
"2016-11",-5.930154,54.597254,"Donegall Square North","ASBO","BELFAST","335,665"
"2017-11",-6.627293,54.336389,"Ardmore Close","CDAR","ARMAGH","175,621"
"2015-09",-5.919604,54.593533,"Upper Stanfield Street","ASBO","BELFAST","335,665"
"2017-04",-6.946046,55.039372,"Gorteen Crescent","CDAR","LIMAVADY","12,128"
"2017-10",-6.453205,54.420641,"Atkinson Avenue","ASBO","PORTADOWN","22,611"
"2017-11",-5.940738,54.630041,"Chichester Close","ASBO","BELFAST","335,665"
"2017-08",-6.517237,55.07027,"Church Street","ASBO","BALLYMONEY","11,365"
"2016-01",-7.330553,55.004664,"Academy Road","ASBO","LONDONDERRY",NA
"2015-12",-5.993849,54.627088,"Thornberry Hill","VISO","BELFAST","335,665"
"2015-02",-5.927283,54.612632,"Glenrosa Link","VISO","BELFAST","335,665"
"2017-12",-6.513707,54.440214,"Timakeel Close","PUBO","PORTADOWN","22,611"
"2017-09",-5.529113,54.607699,"Abbey Road","ASBO","ANTRIM","21,896"
"2015-11",-5.931149,54.595941,"Donegall Square West","VISO","BELFAST","335,665"
"2017-05",-7.301311,54.611079,"Lisnagort Court","ASBO","OMAGH","21,325"
"2016-12",-5.90194,54.597011,"Templemore Avenue","OTTH","BELFAST","335,665"
"2016-02",-5.44205,54.456109,"New Harbour Road","ASBO","PORTAVOGIE","2,154"
"2017-10",-6.047399,54.506129,"Hillsborough Road","BURG","CARRYDUFF","7,123"
"2016-01",-7.310166,54.996008,"Bonds Hill","VISO","LONDONDERRY",NA
"2015-12",-5.905237,54.565961,"Knockbreda Park","ASBO","BELFAST","335,665"
"2016-04",-6.018264,54.376575,"Woodvale","ASBO","CASTLEWELLAN","2,421"
"2015-04",-6.215174,54.732904,"Glencraig Manor","VISO","ANTRIM","21,896"
"2017-09",-6.473133,54.502446,"Lisnagade Mews","ASBO","CRAIGAVON","17,213"
"2016-05",-5.948244,54.614463,"Ballymena Court","ASBO","BELFAST","335,665"
"2015-06",-7.343887,54.997748,"Melmore Gardens","ASBO","LONDONDERRY",NA
"2015-04",-6.190992,54.713948,"Oaklands","ASBO","ANTRIM","21,896"
"2017-11",-7.313551,54.989972,"Spencer Road","ASBO","CLAUDY","1,347"
"2015-06",-6.380549,54.215269,"Armagh Road","CDAR","NEWTOWNHAMILTON","2,903"
"2017-05",-7.307629,54.599024,"James Street","VISO","COLERAINE","24,694"
"2016-07",-5.649195,54.637121,"Balmoral Court","ASBO","BANGOR","62,789"
"2017-05",-6.351386,54.189994,"Larchmount","SHOP",NA,NA
"2015-07",-5.96537,54.614069,"Crumlin Road","VISO","BELFAST","335,665"
"2015-12",-7.312428,54.613559,"Dunbreen Close","Drugs","OMAGH","21,325"
"2017-05",-7.311945,54.999835,"St Columbs Road","OTTH",NA,NA
"2017-11",-6.077396,54.527212,"Killowen Grange","ASBO","LISBURN","121,654"
"2016-10",-6.352147,54.180112,"Hospital Road","ASBO","MAGHERAFELT","8,387"
"2015-03",-5.691334,54.645237,"Clandeboye Road","VISO","BANGOR","62,789"
"2015-10",-5.536508,54.641825,"High Street","ASBO","HOLYWOOD","12,657"
"2017-08",-5.927533,54.599788,"High Street","ASBO","HOLYWOOD","12,657"
"2015-04",-6.948408,55.045932,"Benevenagh Drive","ASBO","LIMAVADY","12,128"
"2016-05",-6.023044,54.559948,"Stewartstown Road","ASBO","COALISLAND","5,789"
"2016-06",-6.613789,54.321913,"Killycapple Road","OTTH","ARMAGH","175,621"
"2016-04",-7.030191,54.464206,"Knock Crescent","VISO","BALLYGAWLEY","643"
"2017-08",-5.934292,54.600173,"Berry Street","ASBO","BELFAST","335,665"
"2017-06",-7.459351,54.758709,"Breenvale","CDAR","VICTORIA BRIDGE","318"
"2015-09",-5.695706,54.60139,"Hickory Avenue","VISO","NEWTOWNARDS","28,654"
"2015-03",-5.928554,54.600102,"Winecellar Entry","VISO","BELFAST","335,665"
"2015-08",-6.427026,54.453716,"M12","OTTH",NA,NA
"2016-11",-6.733969,54.639678,"Coolnafranky Park","BURG","COOKSTOWN","10,718"
"2015-11",-6.355753,54.140574,"Park View","ASBO","NEWRY","27,234"
"2017-07",-5.900354,54.600766,"St. Leonards Street","CDAR",NA,NA
"2015-07",-5.89747,54.401603,"High Street","ASBO","HOLYWOOD","12,657"
"2017-11",-6.020378,54.568377,"Glengoland Avenue","VISO","DUNMURRY",NA
"2016-04",-7.32179,54.998831,"Sackville Street","ASBO","LONDONDERRY",NA
"2015-04",-5.566302,54.538849,"Mid Island Park","ASBO","NEWTOWNARDS","28,654"
"2015-10",-6.351678,54.174185,"Altmore Gardens","ASBO","NEWRY","27,234"
"2015-02",-6.426602,54.434214,"Seagoe Park","ASBO","PORTADOWN","22,611"
"2017-06",-5.922125,54.602355,"Donegall Quay","ASBO","BELFAST","335,665"
"2016-05",-5.792794,54.722506,"King George Place","ASBO","CARRICKFERGUS","28,653"
"2017-03",-5.715557,54.328604,"St Patrick'S Avenue","CDAR",NA,NA
"2017-02",-5.7881,54.588307,"Culross Drive","VISO","DUNDONALD","16,257"
"2015-08",-7.320455,54.991871,"Carlisle Road","OTTH","LONDONDERRY",NA
"2015-09",-5.691449,54.644314,"Meadowvale Link","VISO","BANGOR","62,789"
"2015-12",-7.286,54.974633,"Stevenson Park","ASBO","LONDONDERRY",NA
"2017-03",-5.680698,54.648637,"Queensbury Park","VISO",NA,NA
"2017-05",-6.646054,54.347023,"Faugh-A-Ballagh Court","VISO","ARMAGH","175,621"
"2017-04",-7.455011,54.258423,"Carrowshee Park","VISO","LISNASKEA","2,744"
"2017-05",-5.936137,54.625497,"Skegoneill Avenue","Drugs","BELFAST","335,665"
"2015-04",-5.959358,54.59873,"Oranmore Street","ASBO","BELFAST","335,665"
"2015-09",-6.044267,54.521909,"Palmer Avenue","VISO","LISBURN","121,654"
"2016-02",-5.943876,54.632925,"Henderson Court","BURG","HOLYWOOD","12,657"
"2015-02",-5.913227,54.603864,"Queens Road","CDAR","BELFAST","335,665"
"2016-05",-5.959099,54.591519,"Irwell Court","VISO","BELFAST","335,665"
