"Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"2017-11",-6.394739,54.197229,"Thomas Street","OTCR","BALLYMENA","30,265"
"2016-08",-6.482083,54.956725,"Main Street","BURG","BALLYMONEY","11,365"
"2016-04",-6.656298,55.208895,"Princess Street","CDAR","PORTRUSH","6,621"
"2017-10",-6.307564,54.866862,"Old Park Manor","ASBO","BALLYMENA","30,265"
"2016-05",-6.941076,55.038592,"Glenlea Park","VECR","BELFAST","335,665"
"2017-06",-7.318121,54.993133,"Bridge Street","CDAR","CUSHENDALL","1,410"
"2015-10",-6.288114,54.421585,"Banbridge Road","ASBO","LURGAN","28,568"
"2017-01",-6.75551,54.649927,"Morgans Hill Road","ASBO","COOKSTOWN","10,718"
"2016-05",-6.053518,54.503433,"Ashlea Place","ASBO","LISBURN","121,654"
"2015-01",-6.4123,54.427828,"Lynden Gate","ASBO","PORTADOWN","22,611"
"2017-11",-5.742208,54.555363,"Dunsy Way","ASBO","COMBER","9,256"
"2016-03",-5.944395,54.670212,"Collinward Gardens","ASBO","NEWTOWNABBEY","118,261"
"2016-03",-7.632114,54.361803,"Lawnakilla Park","VISO","ENNISKILLEN","13,826"
"2015-03",-5.961838,54.588115,"Rodney Parade","SHOP","BELFAST","335,665"
"2016-02",-5.919652,54.652646,"Bawnmore Park","VECR","NEWTOWNABBEY","118,261"
"2017-12",-6.041001,54.546251,"Barnfield Road","VISO","LISBURN","121,654"
"2015-12",-5.916331,54.652445,"Shore Road","SHOP","GLYNN","2,156"
"2015-03",-5.941082,54.617109,"Brookvale Street","OTTH","BELFAST","335,665"
"2017-01",-5.9888,54.596671,"New Barnsley Park","CDAR","BELFAST","335,665"
"2015-04",-5.650517,54.401479,"Braeside Gardens","ASBO","KILLYLEAGH","2,501"
"2016-05",-6.261242,54.857385,"Meadowvale","PUBO","LISBURN","121,654"
"2015-02",-7.722938,54.5231,"Main Street","ASBO","BALLYMONEY","11,365"
"2016-09",-6.085063,54.507648,"Knockmore Road","Drugs","BALLYMONEY","11,365"
"2015-01",-5.953211,54.577502,"Brookland Street","OTCR","BELFAST","335,665"
"2017-12",-5.917791,54.654492,"Longwood Road","SHOP","NEWTOWNABBEY","118,261"
"2015-06",-6.93882,55.037548,"Glenside Brae","ASBO","LIMAVADY","12,128"
"2017-08",-5.937639,54.584479,"Elmwood Avenue","VISO","BELFAST","335,665"
"2015-05",-6.028856,54.556116,"Bell Steele Road","CDAR",NA,NA
"2015-03",-5.807457,54.845813,"The Harbour Highway","OTTH","LARNE","33,620"
"2015-08",-6.375944,54.189636,"Cloughreagh Park","Drugs","BESSBROOK","2,817"
"2015-12",-6.381648,54.191474,"Derrymore Road","CDAR","CRAIGAVON","17,213"
"2017-03",-6.332347,54.462194,"Market Street","VISO","BALLYMONEY","11,365"
"2015-10",-5.900354,54.600766,"St. Leonards Street","ASBO",NA,NA
"2015-04",-6.015862,54.569992,"Riverside Mews","VISO","BELFAST","335,665"
"2016-02",-7.330139,55.029517,"Galliagh Park","ASBO","LONDONDERRY",NA
"2016-06",-5.86047,54.596383,"Greenwood Park","Possession of weapons","CARRICKFERGUS","28,653"
"2016-11",-6.357592,54.43989,"Deans Grange","ASBO","CRAIGAVON","17,213"
"2017-08",-6.744075,54.631905,"Glenwood Crest","SHOP","COOKSTOWN","10,718"
"2015-09",-5.955627,54.583931,"Olympia Street","BURG","BELFAST","335,665"
"2016-11",-6.191442,54.711151,"Brantwood Gardens","ASBO","ANTRIM","21,896"
"2017-12",-7.346255,55.030853,"Pinetrees","VECR","DOWNPATRICK","11,012"
"2015-08",-7.410686,54.311856,"Nutfield Road","ASBO","BROOKEBOROUGH","519"
"2017-03",-5.965411,54.59185,"Ard Na Va Road","VECR",NA,NA
"2015-09",-5.935936,54.612331,"Antrim Road","VISO","TEMPLEPATRICK","1,518"
"2016-02",-5.934292,54.600173,"Berry Street","SHOP","BELFAST","335,665"
"2017-11",-5.678499,54.645899,"Cleland Park Central","Drugs","BANGOR","62,789"
"2016-06",-6.417175,54.423292,"Queens Gardens","ASBO","NEWTOWNABBEY","118,261"
"2016-03",-5.787765,54.590772,"Cairnsmore Avenue","ASBO","DUNDONALD","16,257"
"2017-11",-5.868965,54.595203,"Upper Newtownards Road","ASBO","BELFAST","335,665"
"2017-08",-7.322812,54.999402,"Great James Street","ASBO","LONDONDERRY",NA
"2015-04",-7.33058,55.029286,"Galliagh Park","VECR","LONDONDERRY",NA
"2015-02",-6.945897,55.039074,"Gorteen Crescent","CDAR","LIMAVADY","12,128"
"2016-11",-5.67,54.661209,"Central Street","CDAR","BANGOR","62,789"
"2015-05",-5.874591,54.60365,"Edgcumbe Gardens","OTTH","BELFAST","335,665"
"2015-09",-6.948466,55.038926,"Irwin Avenue","OTCR","BELFAST","335,665"
"2015-08",-5.931754,54.598036,"Fountain Street","SHOP","STRABANE","17,695"
"2015-01",-7.296515,54.60921,"Lisanelly Park","VISO","OMAGH","21,325"
"2015-04",-6.959093,54.968716,"Bovevagh Road","VISO","DUNGIVEN",NA
"2015-06",-5.915143,54.596349,"Laganbank Road","ASBO","BELFAST","335,665"
"2015-08",-5.814749,54.827292,"Glenburn Avenue","ASBO","GLYNN","2,156"
"2017-03",-6.184973,54.732986,"Bush Road","ASBO","ANTRIM","21,896"
"2015-03",-6.224188,54.731976,"Meadow Lands","ASBO","ANTRIM","21,896"
"2015-06",-6.759047,54.646738,"Westland Park","CDAR","BALLYWALTER","2,123"
"2015-08",-5.945862,54.612275,"Summerhill Court","CDAR","STRABANE","17,695"
"2017-07",-6.193796,54.719641,"Crossreagh Drive","VISO","NEWTOWNABBEY","118,261"
"2016-07",-5.904702,54.58421,"Chesham Park","BITH","BELFAST","335,665"
"2017-07",-5.822569,54.866176,"Heatherton Rise","CDAR","LARNE","33,620"
"2017-02",-6.333109,54.460516,"Coronation Street","ASBO","PORTADOWN","22,611"
"2017-05",-5.708843,54.593715,"Circular Road","PUBO","CASTLEROCK","1,288"
"2017-04",-5.923271,54.626661,"York Crescent","ASBO","BELFAST","335,665"
"2016-08",-5.961805,54.590325,"Iveagh Drive","CDAR","BELFAST","335,665"
"2015-01",-5.932543,54.587061,"Botanic Avenue","BURG","BELFAST","335,665"
"2017-07",-6.018055,54.555715,"Aspen Park","VISO","DUNMURRY",NA
"2017-07",-5.927676,54.591201,"Lindsay Street","ASBO","BELFAST","335,665"
"2015-07",-6.40606,54.423442,"Apple Vale","BURG","PORTADOWN","22,611"
"2017-11",-5.715557,54.328604,"St Patrick'S Avenue","ASBO",NA,NA
"2015-07",-6.021915,54.550702,"Thornhill Court","Drugs","DUNMURRY",NA
"2016-11",-6.2771,54.866407,"High Street","SHOP","HOLYWOOD","12,657"
"2017-05",-6.351678,54.174185,"Altmore Gardens","VISO","NEWRY","27,234"
"2017-10",-5.826059,54.851692,"Carson Street","Drugs","LARNE","33,620"
"2017-12",-5.92641,54.601179,"Hill Street","ASBO","BELFAST","335,665"
"2017-08",-7.630325,54.343561,"Derrychara Road","SHOP","ENNISKILLEN","13,826"
"2015-12",-5.956461,54.588591,"Lecale Street","ASBO","BELFAST","335,665"
"2017-09",-5.936572,54.608029,"Annesley Street","ASBO","BELFAST","335,665"
"2016-04",-6.192049,54.509349,"Willow Lodge","VISO","LISBURN","121,654"
"2017-01",-5.959048,54.619767,"Alliance Close","VISO","BELFAST","335,665"
"2015-07",-5.903366,54.594268,"Castlereagh Place","CDAR","BELFAST","335,665"
"2017-09",-6.40621,54.43348,"Lisnisky Lane","ASBO","PORTADOWN","22,611"
"2017-08",-5.931045,54.606524,"Lancaster Street","ASBO","BELFAST","335,665"
"2017-05",-6.647848,55.190791,"Hopefield Gardens","OTTH","PORTRUSH","6,621"
"2015-05",-7.288795,54.993181,"Richill Park","OTTH","LONDONDERRY",NA
"2016-01",-5.661448,54.646299,"Skipperstone Drive","PUBO","BANGOR","62,789"
"2015-07",-6.443575,54.42271,"High Street","CDAR","HOLYWOOD","12,657"
"2017-10",-5.890553,54.399236,"Glenlough","ASBO","BALLYNAHINCH","5,567"
"2016-06",-6.033629,54.806635,"Ballynashee Road","ASBO","BALLYMENA","30,265"
"2017-11",-6.05206,54.510391,"Governors Rd Roundabout","VISO",NA,NA
"2017-01",-6.216598,54.620566,"Orchard Road","ASBO","STRABANE","17,695"
"2016-06",-6.006832,54.063066,"Harbour Road","CDAR","KILKEEL","69,258"
"2016-04",-6.217835,54.620593,"Main Street","ROBY","BALLYMONEY","11,365"
"2015-07",-6.033149,54.51287,"Roseville Walk","VISO","LISBURN","121,654"
"2016-10",-6.257406,54.354056,"Willow Grove","OTTH","BANBRIDGE","14,634"
"2015-12",-6.249324,55.201755,"Ann Street","ASBO","BELFAST","335,665"
"2016-12",-5.73908,54.552941,"Crescent Mews","ASBO","COMBER","9,256"
"2017-01",-5.93162,54.539631,"Ballycoan Road","CDAR","BELFAST","335,665"
"2016-05",-5.902357,54.10655,"Ulster Avenue","VISO","DUNMURRY",NA
"2016-06",-6.467939,54.432068,"Selshion  Hall","ASBO",NA,NA
"2017-05",-5.707325,54.589903,"Donard Avenue","VISO","BANGOR","62,789"
"2017-08",-5.936316,54.578518,"St. Ives Gardens","Possession of weapons",NA,NA
"2015-08",-7.323057,54.997877,"William Street","VISO","DONAGHADEE","6,926"
"2015-09",-6.328699,54.170535,"Windmill Road","ASBO","NEWRY","27,234"
"2016-03",-6.406372,54.289073,"Tannyoky Road","VECR","POYNTZPASS","623"
"2016-05",-5.607957,54.262294,"Bath Street","OTTH","ARDGLASS","1,923"
"2016-05",-7.468591,54.819286,"Beechmount Avenue","CDAR","STRABANE","17,695"
"2017-08",-5.92629,54.614799,"Mountcollyer Avenue","CDAR","BELFAST","335,665"
"2015-08",-5.909185,54.591233,"Richardson Street","VISO","BELFAST","335,665"
"2016-08",-5.856278,54.592239,"Kings Road","ASBO","WHITEHEAD","3,803"
"2017-10",-6.656095,54.354574,"Banbrook Hill","CDAR","ARMAGH","175,621"
"2017-06",-6.232205,54.473708,"Waringfield Avenue","ASBO",NA,NA
"2017-01",-6.025409,54.56987,"Colinbrook Park","Drugs","DUNMURRY",NA
"2017-04",-5.678499,54.645899,"Cleland Park Central","VISO","BANGOR","62,789"
"2017-05",-5.956815,54.613656,"Flax Street","ASBO","BELFAST","335,665"
"2016-08",-5.816004,54.861691,"Greenland Crescent","BURG","LARNE","33,620"
"2017-08",-5.925203,54.602102,"Victoria Street","ASBO","BALLYMONEY","11,365"
"2015-02",-7.282651,55.011775,"Madam'S Bank Road","ASBO",NA,NA
"2017-01",-6.259602,54.879534,"Beechgrove Manor","VISO","BALLYMENA","30,265"
"2015-03",-7.64034,54.349925,"Riverside","VISO","ANTRIM","21,896"
"2015-01",-6.02447,54.570735,"Colinvale","Drugs","DUNMURRY",NA
"2016-04",-5.902653,54.592773,"Beersbridge Road","OTTH","BELFAST","335,665"
"2017-08",-6.650784,55.136907,"Hawthorn Place","CDAR","COLERAINE","24,694"
"2015-05",-6.274224,54.85315,"Lettercreeve","OTTH","BALLYMENA","30,265"
"2015-01",-6.38289,54.447221,"Lakeview Park","CDAR","DUNGANNON","15,987"
"2015-04",-6.339119,54.175351,"The Mall","OTTH","NEWRY","27,234"
"2015-09",-5.907094,54.600308,"Wolff Close","VISO","BELFAST","335,665"
"2015-05",-6.442651,54.423111,"High Street","VISO","HOLYWOOD","12,657"
"2015-11",-5.938546,54.580622,"Malone Road","CDAR","BELFAST","335,665"
"2016-11",-7.394147,54.264178,"Kingstown Road","SHOP","LISNASKEA","2,744"
"2017-03",-6.209508,54.805351,"Condiere Avenue","VISO","CONNOR","2,106"
"2017-04",-5.928437,54.649931,"Serpentine Road","CDAR","NEWTOWNABBEY","118,261"
"2015-11",-5.987889,54.594427,"Springfield Road","SHOP","BANGOR","62,789"
"2015-08",-5.859963,54.897766,"Grace Avenue North","ASBO","BALLYGALLEY","718"
"2016-03",-7.269226,54.611141,"Richmond Park","VISO","BALLYMENA","30,265"
"2016-01",-5.935936,54.612331,"Antrim Road","VECR","TEMPLEPATRICK","1,518"
"2015-01",-5.96233,54.587243,"Rodney Parade","OTTH","BELFAST","335,665"
"2016-06",-6.246422,55.204535,"Rathlin Court","BURG","BALLYCASTLE","5,765"
"2016-01",-5.920423,54.640889,"Shore Crescent","ASBO","BELFAST","335,665"
"2017-08",-7.326392,55.036575,"Ferndale Park","ASBO","GREYSTEEL","1,231"
"2015-06",-7.310804,54.995257,"Bonds Hill","CDAR","LONDONDERRY",NA
"2017-04",-7.318883,54.994278,"Bridge Street","ASBO","CUSHENDALL","1,410"
"2015-01",-6.672922,54.683584,"Moneyhaw Road","CDAR","MONEYMORE","1,371"
"2016-05",-5.869675,54.589609,"Sandhill Parade","BURG","BELFAST","335,665"
"2017-06",-6.418296,55.111535,"Main Street","ASBO","BALLYMONEY","11,365"
"2016-10",-5.719564,54.325094,"Market Street","ASBO","BALLYMONEY","11,365"
"2016-05",-5.92717,54.65716,"Longlands Avenue","SHOP","NEWTOWNABBEY","118,261"
"2015-09",-5.86279,54.594933,"Upper Newtownards Road","CDAR","BELFAST","335,665"
"2017-03",-5.815109,54.588097,"Hanwood Avenue","ASBO","DUNDONALD","16,257"
"2017-03",-6.221037,54.616777,"Landgarve Manor","ASBO","CRUMLIN","5,126"
"2015-05",-5.947415,54.588806,"Donegall Road","OTTH","BELFAST","335,665"
"2017-11",-5.990544,54.565019,"Ardmore Drive","VISO","BELFAST","335,665"
"2015-01",-6.302214,54.318603,"Woodvale","ASBO","CASTLEWELLAN","2,421"
"2016-06",-7.640938,54.344887,"Paget Square","ASBO","ENNISKILLEN","13,826"
"2016-03",-5.919676,54.654902,"Longwood Road","ASBO","NEWTOWNABBEY","118,261"
"2015-06",-5.957205,54.611425,"Leopold Street","VISO","BELFAST","335,665"
"2015-10",-5.888915,54.69314,"Meadowlands","OTCR","NEWTOWNABBEY","118,261"
"2016-09",-7.335675,54.608856,"Mullaghmena Park","VISO","OMAGH","21,325"
"2016-05",-5.908681,54.56603,"Drumkeen Court","SHOP","BALLINAMALLARD","1,347"
"2016-08",-6.949371,55.043218,"Roe Mill Gardens","ASBO","LIMAVADY","12,128"
"2015-06",-6.03288,54.558266,"Glenbawn Crescent","VISO","DUNMURRY",NA
"2017-06",-5.900253,54.241819,"The Old Mill","ASBO","HILLSBOROUGH","3,487"
"2015-08",-6.374695,54.445512,"Drumgor Heights","ASBO","CRAIGAVON","17,213"
"2015-07",-5.903241,54.596988,"Tower Street","ASBO","BELFAST","335,665"
"2015-09",-5.910995,54.669461,"Abbots Road","BURG","NEWTOWNABBEY","118,261"
"2016-08",-6.351724,54.194581,"Sandy Hill","ASBO","NEWRY","27,234"
"2017-10",-6.015969,54.537217,"Hornbeam Road","ASBO","DUNMURRY",NA
"2016-01",-6.32341,54.861871,"Fenaghy Park","PUBO","BALLYMENA","30,265"
"2017-05",-6.775322,54.504133,"Fairmount Park","ASBO","DUNGANNON","15,987"
"2016-12",-6.305521,54.85802,"Galgorm Road","VISO","BALLYMENA","30,265"
"2016-10",-6.204901,54.718054,"Kilgreel Road","CDAR","ANTRIM","21,896"
"2015-09",-5.836423,54.459433,"Fairview","CDAR","SAINTFIELD","3,354"
"2017-02",-6.848053,54.451215,"Derrylattinee Road","CDAR","DUNGANNON","15,987"
"2016-05",-6.077346,54.522368,"Rathvarna Avenue","ASBO","LISBURN","121,654"
"2016-01",-5.90193,54.59932,"Newtownards Road","VISO","BELFAST","335,665"
"2015-05",-6.607409,54.077335,"Mill Lane","VISO","CLOGHY","1,165"
"2016-01",-7.33984,54.717657,"Liscabble Road","CDAR","NEWTOWNSTEWART","1,524"
"2017-06",-6.338684,54.179703,"New Street","ASBO","CLADY","597"
"2017-08",-5.937749,54.582001,"Wellesley Avenue","ASBO","BELFAST","335,665"
"2015-09",-5.68003,54.655183,"Oakwood Avenue","ASBO","BANGOR","62,789"
"2015-08",-5.930305,54.598533,"Donegall Place","VISO","LONDONDERRY",NA
"2016-07",-6.064971,54.527319,"Sheridan Park","BURG","LISBURN","121,654"
"2015-12",-5.993915,54.99448,"Gortin Park","ASBO","CARNLOUGH","2,136"
"2015-01",-7.300818,54.600108,"Scarffes Entry","VISO",NA,NA
"2017-01",-7.322371,55.001493,"Asylum Road","VISO","LONDONDERRY",NA
"2015-11",-5.741782,54.554672,"Straiddorn Green","ASBO","COMBER","9,256"
"2017-02",-6.51086,55.053995,"Finvoy Road","CDAR","BALLYMONEY","11,365"
"2016-12",-5.894311,54.582322,"Ladas Way","CDAR","BELFAST","335,665"
"2016-02",-5.899136,54.584751,"Titania Street","THPR","BELFAST","335,665"
"2016-07",-6.046982,54.512277,"Mckeown Street","VISO","LISBURN","121,654"
"2017-05",-5.93533,54.548176,"Minnowburn Gardens","ASBO","BELFAST","335,665"
"2016-07",-7.354006,55.018579,"Friel Close","CDAR","LONDONDERRY",NA
"2015-07",-5.687802,54.592299,"Georges Street","ASBO","OMAGH","21,325"
"2015-05",-6.295721,54.507001,"Ferngrove Crescent","VISO","CRAIGAVON","17,213"
"2015-03",-5.834847,54.453061,"Shrewsbury Dale","BURG","SAINTFIELD","3,354"
"2016-09",-5.930305,54.598533,"Donegall Place","VISO","LONDONDERRY",NA
"2017-09",-6.601577,54.750403,"Ballyronan Road","VISO","MAGHERAFELT","8,387"
"2015-03",-7.320271,54.498617,"Ashfield Gardens","ASBO","BELFAST","335,665"
"2017-07",-5.927755,54.613692,"Glenrosa Street","ASBO","BELFAST","335,665"
"2016-02",-6.040631,54.510125,"Linenhall Street","VISO","BALLYMONEY","11,365"
"2016-11",-6.294625,54.434714,"Meadowvale","ASBO","LISBURN","121,654"
"2017-02",-7.327876,54.990951,"Bishop Street","ASBO","LONDONDERRY",NA
"2016-08",-5.748199,54.549589,"High Street Court","VISO","COMBER","9,256"
"2015-04",-6.354298,54.449396,"Drumbeg","CDAR","CRAIGAVON","17,213"
"2015-06",-5.714,54.327577,"St Patrick'S Avenue","ASBO",NA,NA
"2017-06",-5.938189,54.685606,"Sharonmore Avenue","VISO","NEWTOWNABBEY","118,261"
"2016-12",-5.887652,54.591434,"Woodcot Avenue","VISO","BELFAST","335,665"
"2016-07",-5.673962,54.660764,"Central Avenue","VISO","PORTSTEWART","7,825"
"2015-01",-5.940605,54.600811,"Fingals Court","ASBO","BELFAST","335,665"
"2017-03",-6.042678,54.510895,"Market Square","ASBO","DUNGANNON","15,987"
"2016-09",-5.699252,54.593389,"Mill Street","ASBO","NEWTOWNSTEWART","1,524"
"2016-05",-6.327885,54.179724,"Greenfield Park","VISO","NEWRY","27,234"
"2016-02",-6.678381,54.850344,"Sunnyside Park","CDAR","MAGHERA","3,712"
"2017-11",-5.928634,54.607669,"North Hill Street","BURG","BELFAST","335,665"
"2015-11",-5.911809,54.590748,"Park Parade","VISO","LISBURN","121,654"
"2015-04",-5.951717,54.58232,"Northbrook Gardens","VISO","BELFAST","335,665"
"2017-08",-6.749205,54.652459,"Edinburgh Drive","SHOP","COOKSTOWN","10,718"
"2017-02",-7.35493,55.011686,"St. Eithne'S Park","VISO","LONDONDERRY",NA
"2017-03",-7.682642,54.434201,"Killadeas Road","CDAR","IRVINESTOWN",NA
"2017-02",-6.450649,54.431632,"Churchill Park","ASBO","PORTADOWN","22,611"
"2016-04",-7.330341,54.617056,"Beltany Road","VISO","OMAGH","21,325"
"2016-04",-7.322511,54.996849,"Waterloo Street","VISO","LONDONDERRY",NA
"2015-04",-5.931754,54.598036,"Fountain Street","SHOP","STRABANE","17,695"
"2016-02",-6.011078,54.575808,"Lenadoon Avenue","CDAR","BELFAST","335,665"
"2017-01",-7.658799,54.345649,"Abbey Drive","ASBO","BANGOR","62,789"
"2017-05",-7.287115,54.97428,"Stevenson Park","VISO","LONDONDERRY",NA
"2017-10",-5.693252,54.473119,"Millers Lane","BURG","NEWTOWNARDS","28,654"
"2016-04",-7.651089,54.346417,"Windmill Heights","ASBO","DUNGANNON","15,987"
"2015-10",-6.664879,55.150097,"Loughanhill Park","ASBO","COLERAINE","24,694"
"2017-10",-5.683981,54.599639,"Mahee Island Park","PUBO","NEWTOWNARDS","28,654"
"2016-01",-5.968092,54.589272,"St. James'S Parade","VISO",NA,NA
"2016-10",-5.952504,54.681275,"Ferndale Park","ASBO","GREYSTEEL","1,231"
"2017-05",-5.942889,54.637131,"Strathmore Park South","BURG","BELFAST","335,665"
"2017-06",-6.027109,54.504577,"Plantation Close","OTTH","LISBURN","121,654"
"2015-10",-5.927283,54.612632,"Glenrosa Link","THPR","BELFAST","335,665"
"2017-06",-6.184973,54.732986,"Bush Road","ASBO","ANTRIM","21,896"
"2015-09",-5.923999,54.598389,"Victoria Square","VISO","BELFAST","335,665"
"2015-07",-6.21539,54.893088,"Houston Park","ROBY","BROUGHSHANE","2,965"
"2016-01",-7.319963,54.996961,"Shipquay Street","ASBO","LONDONDERRY",NA
"2016-07",-5.961172,54.597727,"Springfield Avenue","VISO","WARRENPOINT","7,651"
"2015-02",-5.932695,54.572139,"Lucerne Parade","BURG","BELFAST","335,665"
"2017-03",-5.922421,54.584102,"Agincourt Avenue","BITH","BELFAST","335,665"
"2015-07",-5.960812,54.689376,"Carntall Court","ASBO","NEWTOWNABBEY","118,261"
"2016-05",-5.924387,54.632709,"Mount Vernon Park","ASBO","BELFAST","335,665"
"2016-06",-6.053518,54.503433,"Ashlea Place","ASBO","LISBURN","121,654"
"2015-11",-5.924849,54.597496,"Seymour Street","OTTH","LISBURN","121,654"
"2017-06",-6.764453,54.510312,"Shiels Institution","SHOP","DUNGANNON","15,987"
"2017-05",-6.510913,55.070669,"Queen Street","ASBO","LONDONDERRY",NA
"2016-08",-5.90768,54.591315,"My Ladys Road","ASBO","BELFAST","335,665"
"2017-05",-5.931149,54.595941,"Donegall Square West","OTTH","BELFAST","335,665"
"2017-05",-6.328714,54.177768,"James Street","VISO","COLERAINE","24,694"
"2016-10",-5.943401,54.614408,"Harcourt Drive","CDAR","BELFAST","335,665"
"2017-05",-6.122367,54.487092,"Kesh Road","PUBO","IRVINESTOWN",NA
"2015-07",-6.712484,55.184726,"Lever Park","ASBO","PORTSTEWART","7,825"
"2016-04",-7.341248,55.019571,"Branch Road","SHOP","LONDONDERRY",NA
"2016-06",-5.671688,54.659597,"Dufferin Avenue","VISO","BANGOR","62,789"
"2016-08",-6.67205,55.131625,"Queen Street","ASBO","LONDONDERRY",NA
"2016-06",-5.859826,54.605995,"Circular Road","CDAR","CASTLEROCK","1,288"
"2016-05",-5.82614,54.638909,"Church Road","VISO",NA,NA
"2016-07",-5.91927,54.578549,"Deramore Avenue","ASBO","BELFAST","335,665"
"2016-01",-5.938546,54.580622,"Malone Road","VECR","BELFAST","335,665"
"2016-01",-6.325805,54.459983,"Lime Grove","VECR","LURGAN","28,568"
"2015-04",-5.949391,54.571965,"Thornhill Malone","VISO","BELFAST","335,665"
"2015-07",-5.952613,54.5845,"Donegall Avenue","OTTH","BELFAST","335,665"
"2016-05",-5.877782,54.592303,"North Road","VISO","CARRICKFERGUS","28,653"
"2016-10",-6.415775,54.269358,"Corrinare Road","VISO",NA,NA
"2015-08",NA,NA,"No Location","VISO",NA,NA
"2017-03",-6.300138,54.436319,"Oaktree Manor","OTTH","WARINGSTOWN","2,562"
"2016-10",-6.240509,55.205761,"North Street","SHOP","BALLYCASTLE","5,765"
"2015-12",-5.707472,54.578198,"Lansdowne Avenue","Drugs","NEWTOWNARDS","28,654"
"2017-08",-6.92444,55.148586,"Seacoast Road","OTCR","LIMAVADY","12,128"
"2015-05",-5.745618,54.55044,"High Street","ASBO","HOLYWOOD","12,657"
"2017-06",-7.473778,54.829522,"Lifford Road","SHOP","STRABANE","17,695"
"2016-09",-6.047749,54.504939,"Elmwood Drive","VISO","BANGOR","62,789"
"2017-12",-7.449277,54.26155,"Cherryhill","VISO","IRVINESTOWN",NA
"2017-01",-5.78095,54.728184,"Castleburn Drive","OTTH","CARRICKFERGUS","28,653"
"2016-01",-5.908498,54.589226,"London Road","BURG","BELFAST","335,665"
"2016-10",-5.93162,54.539631,"Ballycoan Road","VISO","BELFAST","335,665"
"2015-08",-5.96585,54.68044,"Glenvarna Green","OTCR","NEWTOWNABBEY","118,261"
"2016-12",-5.986071,54.681991,"Willowtree Park","ASBO","NEWTOWNABBEY","118,261"
"2016-01",-6.473516,54.103257,"Upper Road","BURG","CARRICKFERGUS","28,653"
"2017-03",-6.266506,54.352022,"Church Square","VISO","RATHFRILAND","2,789"
"2015-04",-6.048572,54.503219,"Hillsborough Road","OTTH","CARRYDUFF","7,123"
"2016-01",-5.925779,54.586208,"Dudley Street","ASBO","BELFAST","335,665"
"2015-03",-6.7729,54.495835,"Upper Parklands","OTTH","DUNGANNON","15,987"
